Name-additional,yearID,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,RA9extras,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
junkja01,2023,Janson Junk,27,MIL,7.1,2,1,5,6.14,480.00%,52.00%,3.00%,0,9750.00%,420.00%,-200.00%,-10.00%,0.37,0,-10.00%,-1,0.426,0.499,,Traded
justiev01,2023,Evan Justice*,24,COL,7.1,9,0,7,8.59,504.00%,11.00%,-33.00%,0,11370.00%,523.00%,-300.00%,-30.00%,0.87,0,-20.00%,-2,0.47,0.498,,Amateur Draft
kahnlto01,2023,Tommy Kahnle,33,NYY,40.2,42,0,14,3.1,480.00%,11.00%,-32.00%,0.14,10340.00%,466.00%,700.00%,70.00%,1.42,0,110.00%,11,0.516,0.504,"$5,750,000 ",Free Agency
kaprija01,2023,James Kaprielian,29,OAK,61,14,11,45,6.64,519.00%,-51.00%,21.00%,0,9350.00%,553.00%,-800.00%,-80.00%,1,0,-30.00%,-2,0.442,0.495,"$730,000 ",Traded
karchri01,2023,Ricky Karcher,25,CIN,1,1,0,0,0,431.00%,-16.00%,-29.00%,5.63,10600.00%,1040.00%,100.00%,10.00%,4.34,0.2,30.00%,1,0.626,0.501,,Amateur Draft
karinja01,2023,James Karinchak,27,CLE,39,44,0,18,4.15,458.00%,13.00%,-31.00%,0,9650.00%,400.00%,-100.00%,-10.00%,1.26,-0.1,20.00%,3,0.497,0.499,"$1,500,000 ",Amateur Draft
kauffka01,2023,Karl Kauffmann,25,COL,35,11,3,34,8.74,476.00%,10.00%,7.00%,0,11810.00%,559.00%,-1200.00%,-110.00%,0.63,0,-80.00%,-9,0.398,0.493,,Amateur Draft
kayan01,2023,Anthony Kay*,28,2TM,14.2,16,0,10,6.14,474.00%,21.00%,-31.00%,0,10050.00%,423.00%,-300.00%,-30.00%,0.56,0,-10.00%,-2,0.481,0.499,,Waivers
kellebr01,2023,Brad Keller,27,KCR,45.1,11,9,26,5.16,474.00%,-17.00%,19.00%,0,10120.00%,517.00%,-100.00%,-10.00%,0.22,0,40.00%,4,0.495,0.5,"$5,775,000 ",Traded
kellemi03,2023,Mitch Keller,27,PIT,194.1,32,32,97,4.49,482.00%,4.00%,22.00%,0,10040.00%,502.00%,1200.00%,120.00%,,-0.1,290.00%,30,0.538,0.508,"$2,437,500 ",Amateur Draft
kelletr01,2023,Trevor Kelley,30,TBR,15.1,10,3,10,5.87,462.00%,17.00%,-23.00%,0,9890.00%,418.00%,-300.00%,-30.00%,0.83,0,-20.00%,-1,0.469,0.498,,Free Agency
kellyca02,2023,Carson Kelly,28,2TM,2.2,3,0,3,10.13,490.00%,43.00%,-32.00%,0,10090.00%,419.00%,-200.00%,-20.00%,0,0.1,-10.00%,-1,0.443,0.499,"$4,275,000 ",Traded
kellyjo05,2023,Joe Kelly,35,2TM,39.1,42,0,22,5.03,461.00%,-13.00%,-31.00%,0.14,10240.00%,468.00%,-200.00%,-20.00%,1.42,-0.2,-10.00%,2,0.496,0.499,"$9,000,000 ",Free Agency
kellyke02,2023,Kevin Kelly,25,TBR,67,57,0,27,3.63,458.00%,15.00%,-31.00%,0,9650.00%,398.00%,200.00%,20.00%,1.32,-0.1,70.00%,9,0.503,0.501,,Purchased
kellyme01,2023,Merrill Kelly,34,ARI,177.2,30,30,71,3.6,471.00%,22.00%,22.00%,0,9980.00%,470.00%,2200.00%,230.00%,,-0.1,390.00%,39,0.578,0.515,"$8,500,000 ",Free Agency
kellymi03,2023,Michael Kelly,30,CLE,16.2,14,0,8,4.32,479.00%,16.00%,-32.00%,0,9930.00%,428.00%,0.00%,0.00%,0.49,0,10.00%,2,0.498,0.5,,Free Agency
kellyza01,2023,Zack Kelly,28,BOS,9.1,8,0,4,3.86,495.00%,-11.00%,-33.00%,0,10560.00%,499.00%,100.00%,10.00%,0.6,0,20.00%,2,0.514,0.501,"$723,500 ",Free Agency
kennebr02,2023,Brett Kennedy,28,CIN,18,5,2,13,6.5,463.00%,-20.00%,-2.00%,0,10170.00%,489.00%,-300.00%,-30.00%,0.13,0,-10.00%,-1,0.439,0.498,,Purchased
kenneia01,2023,Ian Kennedy,38,TEX,16.1,16,0,15,8.27,458.00%,23.00%,-31.00%,0,10230.00%,413.00%,-800.00%,-80.00%,0.47,0.2,-40.00%,-6,0.453,0.495,"$2,250,000 ",Free Agency
kerkeor01,2023,Orion Kerkering,22,PHI,3,3,0,1,3,467.00%,-15.00%,-31.00%,0,9430.00%,426.00%,0.00%,0.00%,0.84,0,10.00%,1,0.514,0.5,,Amateur Draft
kerrra01,2023,Ray Kerr*,28,SDP,27,22,0,15,5,470.00%,31.00%,-31.00%,0.42,9680.00%,435.00%,-200.00%,-20.00%,0.79,-0.1,0.00%,1,0.491,0.499,,Traded
kershcl01,2023,Clayton Kershaw*,35,LAD,131.2,24,24,39,2.67,452.00%,39.00%,21.00%,0,9890.00%,429.00%,2400.00%,260.00%,,-0.1,380.00%,37,0.608,0.516,"$20,000,000 ",Free Agency
keuchda01,2023,Dallas Keuchel*,35,MIN,37.2,10,6,25,5.97,501.00%,20.00%,4.00%,0,10410.00%,506.00%,-400.00%,-40.00%,0.6,0,-10.00%,0,0.458,0.497,,Free Agency
kikucyu01,2023,Yusei Kikuchi*,32,TOR,167.2,32,32,78,4.19,479.00%,54.00%,22.00%,0,9970.00%,446.00%,300.00%,30.00%,,-0.1,180.00%,21,0.509,0.502,"$10,000,000 ",Free Agency
kiliaca01,2023,Caleb Kilian,26,CHC,5.1,3,1,10,16.88,435.00%,37.00%,2.00%,0,10180.00%,407.00%,-800.00%,-60.00%,0.17,0.1,-50.00%,-7,0.295,0.496,,Traded
kimbrcr01,2023,Craig Kimbrel,35,PHI,69,71,0,28,3.65,472.00%,-16.00%,-31.00%,0.41,9790.00%,487.00%,1000.00%,100.00%,1.76,0.2,180.00%,16,0.514,0.506,"$10,000,000 ",Free Agency
kineris01,2023,Isiah Kiner-Falefa,28,NYY,4,4,0,1,2.25,502.00%,18.00%,-34.00%,0,10510.00%,474.00%,100.00%,10.00%,0,-0.1,10.00%,1,0.528,0.501,"$6,000,000 ",Traded
kingjo01,2023,John King*,28,2TM,37.1,35,0,15,3.62,481.00%,14.00%,-32.00%,0,10090.00%,438.00%,300.00%,30.00%,1.09,0,70.00%,7,0.509,0.501,,Traded
kingmi01,2023,Michael King,28,NYY,104.2,49,9,35,3.01,480.00%,12.00%,-12.00%,0.11,10250.00%,478.00%,1900.00%,200.00%,1.65,0.2,330.00%,31,0.541,0.513,"$1,300,000 ",Traded
kinlety01,2023,Tyler Kinley,32,COL,16.1,18,0,11,6.06,479.00%,10.00%,-32.00%,0,11720.00%,513.00%,-200.00%,-20.00%,2.06,-0.1,-10.00%,0,0.491,0.499,"$1,200,000 ",Waivers
kirbyge01,2023,George Kirby,25,SEA,190.2,31,31,74,3.49,481.00%,10.00%,22.00%,0,9340.00%,460.00%,2100.00%,230.00%,,-0.1,390.00%,42,0.573,0.514,"$758,300 ",Amateur Draft
kittran01,2023,Andrew Kittredge,33,TBR,11.2,14,0,4,3.09,462.00%,17.00%,-31.00%,0.49,9720.00%,450.00%,200.00%,20.00%,0.95,0,30.00%,3,0.513,0.501,"$2,075,000 ",Free Agency
klubeco01,2023,Corey Kluber,37,BOS,55,15,9,47,7.69,499.00%,-13.00%,9.00%,0,10400.00%,542.00%,-1500.00%,-140.00%,0.57,0,-80.00%,-9,0.409,0.492,"$10,000,000 ",Free Agency
knehrre01,2023,Reiss Knehr,26,SDP,5.2,4,1,10,15.88,533.00%,49.00%,-14.00%,0,9490.00%,446.00%,-700.00%,-60.00%,0.2,0.1,-40.00%,-7,0.345,0.496,,Amateur Draft
kochma01,2023,Matt Koch,32,COL,38.2,39,1,22,5.12,479.00%,10.00%,-32.00%,0.45,11770.00%,567.00%,200.00%,20.00%,1.3,-0.1,60.00%,6,0.506,0.502,,Free Agency
kolarad01,2023,Adam Kolarek*,34,2TM,6,5,0,0,0,506.00%,2.00%,-33.00%,0,9690.00%,456.00%,300.00%,30.00%,0.91,0,40.00%,4,0.564,0.501,,Free Agency
kopecmi01,2023,Michael Kopech,27,CHW,129.1,30,27,80,5.57,467.00%,-27.00%,20.00%,0,10430.00%,536.00%,-500.00%,-50.00%,0.34,-0.1,70.00%,10,0.485,0.497,"$2,050,000 ",Traded
kowarja01,2023,Jackson Kowar,26,KCR,28,23,0,24,7.71,445.00%,-18.00%,-30.00%,0,10210.00%,443.00%,-1100.00%,-100.00%,0.46,0.2,-60.00%,-8,0.455,0.494,,Amateur Draft
krehbjo01,2023,Joey Krehbiel,30,BAL,5,6,0,1,1.8,465.00%,13.00%,-31.00%,0,10120.00%,426.00%,100.00%,10.00%,0.86,0,20.00%,2,0.523,0.501,,Waivers
kremede01,2023,Dean Kremer,27,BAL,172.2,32,32,85,4.43,475.00%,16.00%,22.00%,0,9480.00%,455.00%,0.00%,0.00%,,-0.1,150.00%,19,0.501,0.5,"$731,200 ",Traded
kriskbr01,2023,Brooks Kriske,29,KCR,6.2,4,0,3,4.05,515.00%,-13.00%,-34.00%,0,10220.00%,504.00%,100.00%,10.00%,0.36,0,10.00%,1,0.517,0.5,,Free Agency
krookma01,2023,Matt Krook*,28,NYY,4,4,0,11,24.75,478.00%,21.00%,-32.00%,0,10420.00%,443.00%,-900.00%,-80.00%,0.17,0.3,-40.00%,-9,0.309,0.495,,Rule 5 Draft
kuhlch01,2023,Chad Kuhl,30,WSN,38.1,16,5,38,8.92,468.00%,-19.00%,-1.00%,0,10130.00%,493.00%,-1700.00%,-160.00%,1.13,-0.1,-130.00%,-13,0.402,0.49,"$935,511 ",Free Agency
kuhnejo01,2023,Joel Kuhnel,28,2TM,13,9,0,8,5.54,470.00%,8.00%,-31.00%,0,10170.00%,439.00%,-200.00%,-20.00%,0.21,0,0.00%,0,0.481,0.5,"$730,000 ",Amateur Draft
lasorjo01,2023,Joe La Sorsa*,25,2TM,32.2,25,0,16,4.41,490.00%,-14.00%,-32.00%,0,9800.00%,461.00%,100.00%,10.00%,0.52,-0.1,30.00%,4,0.503,0.5,,Amateur Draft
lambja01,2023,Jake Lamb,32,LAA,1,1,0,0,0,567.00%,-13.00%,-38.00%,0,10800.00%,585.00%,100.00%,10.00%,0,0,0.00%,1,0.568,0.5,"$288,960 ",Free Agency
lambeji01,2023,Jimmy Lambert,28,CHW,37.2,35,1,26,6.21,479.00%,-29.00%,-32.00%,0.75,10500.00%,579.00%,-200.00%,-20.00%,1.14,-0.1,0.00%,2,0.494,0.499,"$735,000 ",Amateur Draft
lambepe01,2023,Peter Lambert,26,COL,87.1,25,11,54,5.56,478.00%,9.00%,3.00%,0,11220.00%,529.00%,-200.00%,-20.00%,0.66,-0.1,50.00%,6,0.49,0.499,"$770,000 ",Amateur Draft
lametdi01,2023,Dinelson Lamet,30,2TM,27.2,17,4,38,12.36,497.00%,7.00%,-2.00%,0,11320.00%,552.00%,-2100.00%,-190.00%,0.82,0.1,-160.00%,-18,0.388,0.49,"$5,000,000 ",Free Agency
langeal01,2023,Alex Lange,27,DET,66,67,0,30,4.09,461.00%,11.00%,-31.00%,0.43,10410.00%,481.00%,400.00%,50.00%,1.79,0,110.00%,12,0.507,0.503,"$726,000 ",Traded
latzja01,2023,Jake Latz*,27,TEX,6.1,3,0,0,0,449.00%,19.00%,-30.00%,0,9780.00%,391.00%,300.00%,30.00%,0.01,-0.2,20.00%,3,0.597,0.502,,Amateur Draft
lauerer01,2023,Eric Lauer*,28,MIL,46.2,10,9,39,7.52,479.00%,47.00%,16.00%,0,9810.00%,440.00%,-1600.00%,-140.00%,0.26,0,-100.00%,-12,0.358,0.491,"$5,075,000 ",Traded
lawde01,2023,Derek Law,32,CIN,55,54,3,24,3.93,469.00%,-17.00%,-27.00%,0.1,10330.00%,484.00%,600.00%,60.00%,0.95,-0.2,100.00%,11,0.511,0.504,"$1,000,000 ",Free Agency
lawreca01,2023,Casey Lawrence,35,STL,27.1,15,0,20,6.59,466.00%,-2.00%,-31.00%,0.41,9810.00%,469.00%,-600.00%,-60.00%,0.95,-0.1,-40.00%,-3,0.463,0.497,,Free Agency
lawreju01,2023,Justin Lawrence,28,COL,75,69,0,37,4.44,475.00%,8.00%,-31.00%,0.15,11640.00%,525.00%,700.00%,70.00%,1.45,-0.1,140.00%,14,0.51,0.504,"$722,000 ",Amateur Draft
leahyky01,2023,Kyle Leahy,26,STL,1.2,3,0,4,21.6,439.00%,-3.00%,-29.00%,0,10440.00%,431.00%,-300.00%,-30.00%,0.83,0,-30.00%,-3,0.402,0.498,,Amateur Draft
leclejo01,2023,José Leclerc,29,TEX,57,57,0,19,3,473.00%,20.00%,-32.00%,0.1,10280.00%,443.00%,800.00%,90.00%,1.16,-0.1,140.00%,15,0.515,0.505,"$6,000,000 ",Amateur Free Agent
leedy01,2023,Dylan Lee*,28,ATL,23.2,24,1,14,5.32,477.00%,18.00%,-25.00%,0.24,10020.00%,459.00%,-200.00%,-20.00%,1.16,-0.1,0.00%,0,0.492,0.499,"$730,000 ",Free Agency
legumca01,2023,Casey Legumina,26,CIN,12.2,11,0,11,7.82,474.00%,-18.00%,-31.00%,0,10220.00%,471.00%,-400.00%,-40.00%,0.65,0,-30.00%,-3,0.461,0.497,,Traded
leitema02,2023,Mark Leiter Jr.,32,CHC,64.1,69,0,27,3.78,466.00%,22.00%,-31.00%,0.18,10200.00%,439.00%,500.00%,50.00%,1.48,-0.1,100.00%,11,0.507,0.503,"$850,000 ",Free Agency
leonsa01,2023,Sandy León,34,TEX,1,1,0,2,18,622.00%,35.00%,-41.00%,0,10800.00%,589.00%,-100.00%,-10.00%,0,0.1,-10.00%,-1,0.376,0.499,"$100,000 ",Free Agency
leonedo01,2023,Dominic Leone,31,3TM,54,51,0,28,4.67,483.00%,-5.00%,-32.00%,0.1,9770.00%,456.00%,-100.00%,-10.00%,0.81,-0.1,30.00%,5,0.498,0.5,,Traded
lestejo02,2023,Josh Lester,28,BAL,1,1,0,0,0,508.00%,16.00%,-34.00%,0,9200.00%,420.00%,0.00%,0.00%,0,0,0.00%,1,0.548,0.5,,Free Agency
liberma01,2023,Matthew Liberatore*,23,STL,61.2,22,11,42,6.13,476.00%,-2.00%,11.00%,0,9770.00%,478.00%,-900.00%,-90.00%,0.9,-0.1,-40.00%,-3,0.46,0.495,,Traded
lindgje01,2023,Jeff Lindgren,26,MIA,7,3,0,4,5.14,465.00%,-5.00%,7.00%,0,10400.00%,495.00%,0.00%,0.00%,0.19,0,10.00%,1,0.496,0.5,,Amateur Draft
litteza01,2023,Zack Littell,27,2TM,90,28,14,43,4.3,481.00%,16.00%,9.00%,0,9560.00%,454.00%,100.00%,10.00%,0.48,0,100.00%,11,0.505,0.501,,Purchased
littllu01,2023,Luke Little*,22,CHC,6.2,7,0,0,0,488.00%,17.00%,-32.00%,0,10460.00%,459.00%,300.00%,40.00%,0.61,-0.1,30.00%,4,0.551,0.502,,Amateur Draft
livelbe01,2023,Ben Lively,31,CIN,88.2,19,12,53,5.38,451.00%,-17.00%,8.00%,0,10480.00%,499.00%,-400.00%,-40.00%,0.81,-0.1,40.00%,5,0.481,0.498,,Free Agency
llovema01,2023,Mauricio Llovera,27,2TM,35,30,0,25,6.43,485.00%,-12.00%,-32.00%,0.32,10290.00%,512.00%,-500.00%,-50.00%,0.81,0,-20.00%,-2,0.482,0.497,,Traded
loaisjo01,2023,Jonathan Loáisiga,28,NYY,17.2,17,0,7,3.57,484.00%,16.00%,-32.00%,0.32,10130.00%,474.00%,200.00%,20.00%,1.13,0,40.00%,4,0.513,0.501,"$2,260,000 ",Free Agency
lodolni01,2023,Nick Lodolo*,25,CIN,34.1,7,7,24,6.29,480.00%,-16.00%,22.00%,0,10390.00%,539.00%,-300.00%,-30.00%,,0,0.00%,0,0.453,0.498,"$730,000 ",Amateur Draft
logueza01,2023,Zach Logue*,27,DET,11,3,0,9,7.36,410.00%,16.00%,-27.00%,0,11240.00%,412.00%,-400.00%,-40.00%,0.46,0.1,-20.00%,-3,0.375,0.498,,Waivers
longsa01,2023,Sam Long*,27,OAK,45,40,1,29,5.8,485.00%,-54.00%,-32.00%,0.13,9510.00%,494.00%,-500.00%,-50.00%,1.09,-0.1,-20.00%,0,0.488,0.497,,Purchased
lopezja04,2023,Jacob Lopez*,25,TBR,12.1,4,1,7,5.11,447.00%,18.00%,-8.00%,0,9650.00%,407.00%,-200.00%,-20.00%,0.34,0,0.00%,0,0.461,0.499,,Traded
lopezjo02,2023,Jorge López,30,3TM,59,61,0,42,6.41,471.00%,13.00%,-31.00%,0.48,10030.00%,476.00%,-1100.00%,-110.00%,1.18,-0.2,-70.00%,-5,0.482,0.498,"$3,525,000 ",Waivers
